infinitiv	praes1	praes2	praes3	praes4	praes5	praes6	praet1	praet2	praet3	praet4	praet5	praet6	partizip2	imp_sg	imp_pl
weiterfeiern	feier weiter	feierst weiter	feiert weiter	feiern weiter	feiert weiter	feiern weiter	feierte weiter	feiertest weiter	feierte weiter	feierten weiter	feiertet weiter	feierten weiter	weitergefeiert	feier weiter	feiert weiter
weiterfliegen	fliege weiter	fliegst weiter	fliegt weiter	fliegen weiter	fliegt weiter	fliegen weiter	flog weiter	flogst weiter	flog weiter	flogen weiter	flogt weiter	flogen weiter	weitergeflogen	flieg weiter	fliegt weiter
weiterfließen			fließt weiter			fließen weiter			floss weiter			flossen weiter	weitergeflossen		
weiterflüchten	flüchte weiter	flüchtest weiter	flüchtet weiter	flüchten weiter	flüchtet weiter	flüchten weiter	flüchtete weiter	flüchtetest weiter	flüchtete weiter	flüchteten weiter	flüchtetet weiter	flüchteten weiter	weitergeflüchtet	flüchte weiter	flüchtet weiter
weiterforschen	forsche weiter	forschst weiter	forscht weiter	forschen weiter	forscht weiter	forschen weiter	forschte weiter	forschtest weiter	forschte weiter	forschten weiter	forschtet weiter	forschten weiter	weitergeforscht	forsch weiter	forscht weiter
weiterfotografieren	fotografiere weiter	fotografierst weiter	fotografiert weiter	fotografieren weiter	fotografiert weiter	fotografieren weiter	fotografierte weiter	fotografiertest weiter	fotografierte weiter	fotografierten weiter	fotografiertet weiter	fotografierten weiter	weiterfotografiert	fotografier weiter	fotografiert weiter
weiterfragen	frage weiter	fragst weiter	fragt weiter	fragen weiter	fragt weiter	fragen weiter	fragte weiter	fragtest weiter	fragte weiter	fragten weiter	fragtet weiter	fragten weiter	weitergefragt	frag weiter	fragt weiter
weiterfressen	fresse weiter	frisst weiter	frisst weiter	fressen weiter	fresst weiter	fressen weiter	fraß weiter	fraßest weiter	fraß weiter	fraßen weiter	fraßt weiter	fraßen weiter	weitergefressen	friss weiter	fresst weiter
weiterführen	führe weiter	führst weiter	führt weiter	führen weiter	führt weiter	führen weiter	führte weiter	führtest weiter	führte weiter	führten weiter	führtet weiter	führten weiter	weitergeführt	führ weiter	führt weiter
weitergaloppieren	galoppiere weiter	galoppierst weiter	galoppiert weiter	galoppieren weiter	galoppiert weiter	galoppieren weiter	galoppierte weiter	galoppiertest weiter	galoppierte weiter	galoppierten weiter	galoppiertet weiter	galoppierten weiter	weitergaloppiert	galoppier weiter	galoppiert weiter
weitergeben	gebe weiter	gibst weiter	gibt weiter	geben weiter	gebt weiter	geben weiter	gab weiter	gabst weiter	gab weiter	gaben weiter	gabt weiter	gaben weiter	weitergegeben	gib weiter	gebt weiter
weitergehen	gehe weiter	gehst weiter	geht weiter	gehen weiter	geht weiter	gehen weiter	ging weiter	gingst weiter	ging weiter	gingen weiter	gingt weiter	gingen weiter	weitergegangen	geh weiter	geht weiter
weitergrübeln	grüble weiter	grübelst weiter	grübelt weiter	grübeln weiter	grübelt weiter	grübeln weiter	grübelte weiter	grübeltest weiter	grübelte weiter	grübelten weiter	grübeltet weiter	grübelten weiter	weitergegrübelt	grübel weiter	grübelt weiter
weiterhelfen	helfe weiter	hilfst weiter	hilft weiter	helfen weiter	helft weiter	helfen weiter	half weiter	halfst weiter	half weiter	halfen weiter	halft weiter	halfen weiter	weitergeholfen	hilf weiter	helft weiter
weiterhumpeln	humple weiter	humpelst weiter	humpelt weiter	humpeln weiter	humpelt weiter	humpeln weiter	humpelte weiter	humpeltest weiter	humpelte weiter	humpelten weiter	humpeltet weiter	humpelten weiter	weitergehumpelt	humpel weiter	humpelt weiter
weiterhusten	huste weiter	hustest weiter	hustet weiter	husten weiter	hustet weiter	husten weiter	hustete weiter	hustetest weiter	hustete weiter	husteten weiter	hustetet weiter	husteten weiter	weitergehustet	huste weiter	hustet weiter
weiterinvestieren	investiere weiter	investierst weiter	investiert weiter	investieren weiter	investiert weiter	investieren weiter	investierte weiter	investiertest weiter	investierte weiter	investierten weiter	investiertet weiter	investierten weiter	weiterinvestiert	investier weiter	investiert weiter
weiterjoggen	jogge weiter	joggst weiter	joggt weiter	joggen weiter	joggt weiter	joggen weiter	joggte weiter	joggtest weiter	joggte weiter	joggten weiter	joggtet weiter	joggten weiter	weitergejoggt	jogg weiter	joggt weiter
weiterkauen	kaue weiter	kaust weiter	kaut weiter	kauen weiter	kaut weiter	kauen weiter	kaute weiter	kautest weiter	kaute weiter	kauten weiter	kautet weiter	kauten weiter	weitergekaut	kau weiter	kaut weiter
weiterkommen	komme weiter	kommst weiter	kommt weiter	kommen weiter	kommt weiter	kommen weiter	kam weiter	kamst weiter	kam weiter	kamen weiter	kamt weiter	kamen weiter	weitergekommen	komm weiter	kommt weiter
weiterkriechen	krieche weiter	kriechst weiter	kriecht weiter	kriechen weiter	kriecht weiter	kriechen weiter	kroch weiter	krochst weiter	kroch weiter	krochen weiter	krocht weiter	krochen weiter	weitergekrochen	kriech weiter	kriecht weiter
weiterkämpfen	kämpfe weiter	kämpfst weiter	kämpft weiter	kämpfen weiter	kämpft weiter	kämpfen weiter	kämpfte weiter	kämpftest weiter	kämpfte weiter	kämpften weiter	kämpftet weiter	kämpften weiter	weitergekämpft	kämpf weiter	kämpft weiter
weiterkönnen	kann weiter	kannst weiter	kann weiter	können weiter	könnt weiter	können weiter	konnte weiter	konntest weiter	konnte weiter	konnten weiter	konntet weiter	konnten weiter	weitergekonnt		
weiterlassen	lasse weiter	lässt weiter	lässt weiter	lassen weiter	lasst weiter	lassen weiter	ließ weiter	ließest weiter	ließ weiter	ließen weiter	ließt weiter	ließen weiter	weitergelassen	lass weiter	lasst weiter
weiterlaufen	laufe weiter	läufst weiter	läuft weiter	laufen weiter	lauft weiter	laufen weiter	lief weiter	liefst weiter	lief weiter	liefen weiter	lieft weiter	liefen weiter	weitergelaufen	lauf weiter	lauft weiter
weiterleben	lebe weiter	lebst weiter	lebt weiter	leben weiter	lebt weiter	leben weiter	lebte weiter	lebtest weiter	lebte weiter	lebten weiter	lebtet weiter	lebten weiter	weitergelebt	leb weiter	lebt weiter
weiterleiten	leite weiter	leitest weiter	leitet weiter	leiten weiter	leitet weiter	leiten weiter	leitete weiter	leitetest weiter	leitete weiter	leiteten weiter	leitetet weiter	leiteten weiter	weitergeleitet	leite weiter	leitet weiter
weiterlesen	lese weiter	liest weiter	liest weiter	lesen weiter	lest weiter	lesen weiter	las weiter	lasest weiter	las weiter	lasen weiter	last weiter	lasen weiter	weitergelesen	lies weiter	lest weiter
weiterlügen	lüge weiter	lügst weiter	lügt weiter	lügen weiter	lügt weiter	lügen weiter	log weiter	logst weiter	log weiter	logen weiter	logt weiter	logen weiter	weitergelogen	lüg weiter	lügt weiter
weitermachen	mache weiter	machst weiter	macht weiter	machen weiter	macht weiter	machen weiter	machte weiter	machtest weiter	machte weiter	machten weiter	machtet weiter	machten weiter	weitergemacht	mach weiter	macht weiter
weitermailen	maile weiter	mailst weiter	mailt weiter	mailen weiter	mailt weiter	mailen weiter	mailte weiter	mailtest weiter	mailte weiter	mailten weiter	mailtet weiter	mailten weiter	weitergemailt	mail weiter	mailt weiter
weitermarschieren	marschiere weiter	marschierst weiter	marschiert weiter	marschieren weiter	marschiert weiter	marschieren weiter	marschierte weiter	marschiertest weiter	marschierte weiter	marschierten weiter	marschiertet weiter	marschierten weiter	weitermarschiert	marschier weiter	marschiert weiter
weitermelden	melde weiter	meldest weiter	meldet weiter	melden weiter	meldet weiter	melden weiter	meldete weiter	meldetest weiter	meldete weiter	meldeten weiter	meldetet weiter	meldeten weiter	weitergemeldet	meld weiter	meldet weiter
weitermorden	morde weiter	mordest weiter	mordet weiter	morden weiter	mordet weiter	morden weiter	mordete weiter	mordetest weiter	mordete weiter	mordeten weiter	mordetet weiter	mordeten weiter	weitergemordet	mord weiter	mordet weiter
weitermüssen	muss weiter	musst weiter	muss weiter	müssen weiter	müsst weiter	müssen weiter	musste weiter	musstest weiter	musste weiter	mussten weiter	musstet weiter	mussten weiter	weitergemusst		
weitern	weiter	weiterst	weitert	weitern	weitert	weitern	weiterte	weitertest	weiterte	weiterten	weitertet	weiterten	geweitert	weiter	weitert
weiterpaffen	paffe weiter	paffst weiter	pafft weiter	paffen weiter	pafft weiter	paffen weiter	paffte weiter	pafftest weiter	paffte weiter	pafften weiter	pafftet weiter	pafften weiter	weitergepafft	paff weiter	pafft weiter
weiterpennen	penn weiter	pennst weiter	pennt weiter	pennen weiter	pennt weiter	pennen weiter	pennte weiter	penntest weiter	pennte weiter	pennten weiter	penntet weiter	pennten weiter	weitergepennt	penn weiter	pennt weiter
weiterplaudern	plauder weiter	plauderst weiter	plaudert weiter	plaudern weiter	plaudert weiter	plaudern weiter	plauderte weiter	plaudertest weiter	plauderte weiter	plauderten weiter	plaudertet weiter	plauderten weiter	weitergeplaudert	plauder weiter	plaudert weiter
weiterqualmen	qualm weiter	qualmst weiter	qualmt weiter	qualmen weiter	qualmt weiter	qualmen weiter	qualmte weiter	qualmtest weiter	qualmte weiter	qualmten weiter	qualmtet weiter	qualmten weiter	weitergequalmt	qualm weiter	qualmt weiter
weiterrauchen	rauche weiter	rauchst weiter	raucht weiter	rauchen weiter	raucht weiter	rauchen weiter	rauchte weiter	rauchtest weiter	rauchte weiter	rauchten weiter	rauchtet weiter	rauchten weiter	weitergeraucht	rauch weiter	raucht weiter
weiterreden	rede weiter	redest weiter	redet weiter	reden weiter	redet weiter	reden weiter	redete weiter	redetest weiter	redete weiter	redeten weiter	redetet weiter	redeten weiter	weitergeredet	red weiter	redet weiter
weiterregieren	regiere weiter	regierst weiter	regiert weiter	regieren weiter	regiert weiter	regieren weiter	regierte weiter	regiertest weiter	regierte weiter	regierten weiter	regiertet weiter	regierten weiter	weiterregiert	regier weiter	regiert weiter
weiterreichen	reiche weiter	reichst weiter	reicht weiter	reichen weiter	reicht weiter	reichen weiter	reichte weiter	reichtest weiter	reichte weiter	reichten weiter	reichtet weiter	reichten weiter	weitergereicht	reich weiter	reicht weiter
weiterreisen	reise weiter	reist weiter	reist weiter	reisen weiter	reist weiter	reisen weiter	reiste weiter	reistest weiter	reiste weiter	reisten weiter	reistet weiter	reisten weiter	weitergereist	reis weiter	reist weiter
weiterreiten	reite weiter	reitest weiter	reitet weiter	reiten weiter	reitet weiter	reiten weiter	ritt weiter	rittest weiter	ritt weiter	ritten weiter	rittet weiter	ritten weiter	weitergeritten	reit weiter	reitet weiter
weiterrennen	renne weiter	rennst weiter	rennt weiter	rennen weiter	rennt weiter	rennen weiter	rannte weiter	ranntest weiter	rannte weiter	rannten weiter	ranntet weiter	rannten weiter	weitergerannt	renn weiter	rennt weiter
weiterrollen	rolle weiter	rollst weiter	rollt weiter	rollen weiter	rollt weiter	rollen weiter	rollte weiter	rolltest weiter	rollte weiter	rollten weiter	rolltet weiter	rollten weiter	weitergerollt	roll weiter	rollt weiter
weiterrotieren	rotiere weiter	rotierst weiter	rotiert weiter	rotieren weiter	rotiert weiter	rotieren weiter	rotierte weiter	rotiertest weiter	rotierte weiter	rotierten weiter	rotiertet weiter	rotierten weiter	weiterrotiert	rotier weiter	rotiert weiter
weiterrutschen	rutsche weiter	rutschst weiter	rutscht weiter	rutschen weiter	rutscht weiter	rutschen weiter	rutschte weiter	rutschtest weiter	rutschte weiter	rutschten weiter	rutschtet weiter	rutschten weiter	weitergerutscht	rutsch weiter	rutscht weiter
weiterrücken	rücke weiter	rückst weiter	rückt weiter	rücken weiter	rückt weiter	rücken weiter	rückte weiter	rücktest weiter	rückte weiter	rückten weiter	rücktet weiter	rückten weiter	weitergerückt	rück weiter	rückt weiter
weiterrüsten	rüste weiter	rüstest weiter	rüstet weiter	rüsten weiter	rüstet weiter	rüsten weiter	rüstete weiter	rüstetest weiter	rüstete weiter	rüsteten weiter	rüstetet weiter	rüsteten weiter	weitergerüstet	rüste weiter	rüstet weiter
weitersagen	sage weiter	sagst weiter	sagt weiter	sagen weiter	sagt weiter	sagen weiter	sagte weiter	sagtest weiter	sagte weiter	sagten weiter	sagtet weiter	sagten weiter	weitergesagt	sag weiter	sagt weiter
weitersaufen	saufe weiter	säufst weiter	säuft weiter	saufen weiter	sauft weiter	saufen weiter	soff weiter	soffst weiter	soff weiter	soffen weiter	sofft weiter	soffen weiter	weitergesoffen	sauf weiter	sauft weiter
weiterschalten	schalte weiter	schaltest weiter	schaltet weiter	schalten weiter	schaltet weiter	schalten weiter	schaltete weiter	schaltetest weiter	schaltete weiter	schalteten weiter	schaltetet weiter	schalteten weiter	weitergeschaltet	schalte weiter	schaltet weiter
weiterschenken	schenke weiter	schenkst weiter	schenkt weiter	schenken weiter	schenkt weiter	schenken weiter	schenkte weiter	schenktest weiter	schenkte weiter	schenkten weiter	schenktet weiter	schenkten weiter	weitergeschenkt	schenk weiter	schenkt weiter
weiterschicken	schicke weiter	schickst weiter	schickt weiter	schicken weiter	schickt weiter	schicken weiter	schickte weiter	schicktest weiter	schickte weiter	schickten weiter	schicktet weiter	schickten weiter	weitergeschickt	schick weiter	schickt weiter
weiterschieben	schiebe weiter	schiebst weiter	schiebt weiter	schieben weiter	schiebt weiter	schieben weiter	schob weiter	schobst weiter	schob weiter	schoben weiter	schobt weiter	schoben weiter	weitergeschoben	schieb weiter	schiebt weiter
weiterschießen	schieße weiter	schießt weiter	schießt weiter	schießen weiter	schießt weiter	schießen weiter	schoss weiter	schossest weiter	schoss weiter	schossen weiter	schosst weiter	schossen weiter	weitergeschossen	schieß weiter	schießt weiter
weiterschimpfen	schimpfe weiter	schimpfst weiter	schimpft weiter	schimpfen weiter	schimpft weiter	schimpfen weiter	schimpfte weiter	schimpftest weiter	schimpfte weiter	schimpften weiter	schimpftet weiter	schimpften weiter	weitergeschimpft	schimpf weiter	schimpft weiter
weiterschlafen	schlafe weiter	schläfst weiter	schläft weiter	schlafen weiter	schlaft weiter	schlafen weiter	schlief weiter	schliefst weiter	schlief weiter	schliefen weiter	schlieft weiter	schliefen weiter	weitergeschlafen	schlaf weiter	schlaft weiter
weiterschleichen	schleiche weiter	schleichst weiter	schleicht weiter	schleichen weiter	schleicht weiter	schleichen weiter	schlich weiter	schlichst weiter	schlich weiter	schlichen weiter	schlicht weiter	schlichen weiter	weitergeschlichen	schleich weiter	schleicht weiter
weiterschlendern	schlender weiter	schlenderst weiter	schlendert weiter	schlendern weiter	schlendert weiter	schlendern weiter	schlenderte weiter	schlendertest weiter	schlenderte weiter	schlenderten weiter	schlendertet weiter	schlenderten weiter	weitergeschlendert	schlender weiter	schlendert weiter
weiterschleppen	schleppe weiter	schleppst weiter	schleppt weiter	schleppen weiter	schleppt weiter	schleppen weiter	schleppte weiter	schlepptest weiter	schleppte weiter	schleppten weiter	schlepptet weiter	schleppten weiter	weitergeschleppt	schlepp weiter	schleppt weiter
weiterschlurfen	schlurfe weiter	schlurfst weiter	schlurft weiter	schlurfen weiter	schlurft weiter	schlurfen weiter	schlurfte weiter	schlurftest weiter	schlurfte weiter	schlurften weiter	schlurftet weiter	schlurften weiter	weitergeschlurft	schlurf weiter	schlurft weiter
weiterschreiben	schreibe weiter	schreibst weiter	schreibt weiter	schreiben weiter	schreibt weiter	schreiben weiter	schrieb weiter	schriebst weiter	schrieb weiter	schrieben weiter	schriebt weiter	schrieben weiter	weitergeschrieben	schreibe weiter	schreibt weiter
weiterschreiten	schreite weiter	schreitest weiter	schreitet weiter	schreiten weiter	schreitet weiter	schreiten weiter	schritt weiter	schrittest weiter	schritt weiter	schritten weiter	schrittet weiter	schritten weiter	weitergeschritten	schreit weiter	schreitet weiter
weiterschwadronieren	schwadroniere weiter	schwadronierst weiter	schwadroniert weiter	schwadronieren weiter	schwadroniert weiter	schwadronieren weiter	schwadronierte weiter	schwadroniertest weiter	schwadronierte weiter	schwadronierten weiter	schwadroniertet weiter	schwadronierten weiter	weiterschwadroniert	schwadronier weiter	schwadroniert weiter
weiterschwimmen	schwimme weiter	schwimmst weiter	schwimmt weiter	schwimmen weiter	schwimmt weiter	schwimmen weiter	schwamm weiter	schwammst weiter	schwamm weiter	schwammen weiter	schwammt weiter	schwammen weiter	weitergeschwommen	schwimm weiter	schwimmt weiter
weitersegeln	segle weiter	segelst weiter	segelt weiter	segeln weiter	segelt weiter	segeln weiter	segelte weiter	segeltest weiter	segelte weiter	segelten weiter	segeltet weiter	segelten weiter	weitergesegelt	segel weiter	segelt weiter
weitersehen	sehe weiter	siehst weiter	sieht weiter	sehen weiter	seht weiter	sehen weiter	sah weiter	sahst weiter	sah weiter	sahen weiter	saht weiter	sahen weiter	weitergesehen	sieh weiter	seht weiter
weitersenden	sende weiter	sendest weiter	sendet weiter	senden weiter	sendet weiter	senden weiter	sendete weiter	sendetest weiter	sendete weiter	sendeten weiter	sendetet weiter	sendeten weiter	weitergesandt	send weiter	sendet weiter
weitersingen	singe weiter	singst weiter	singt weiter	singen weiter	singt weiter	singen weiter	sang weiter	sangst weiter	sang weiter	sangen weiter	sangt weiter	sangen weiter	weitergesungen	sing weiter	singt weiter
weitersollen	soll weiter	sollst weiter	soll weiter	sollen weiter	sollt weiter	sollen weiter	sollte weiter	solltest weiter	sollte weiter	sollten weiter	solltet weiter	sollten weiter	weitergesollt		
weiterspielen	spiele weiter	spielst weiter	spielt weiter	spielen weiter	spielt weiter	spielen weiter	spielte weiter	spieltest weiter	spielte weiter	spielten weiter	spieltet weiter	spielten weiter	weitergespielt	spiel weiter	spielt weiter
weiterspinnen	spinne weiter	spinnst weiter	spinnt weiter	spinnen weiter	spinnt weiter	spinnen weiter	spann weiter	spannst weiter	spann weiter	spannen weiter	spannt weiter	spannen weiter	weitergesponnen	spinn weiter	spinnt weiter
weitersprechen	spreche weiter	sprichst weiter	spricht weiter	sprechen weiter	sprecht weiter	sprechen weiter	sprach weiter	sprachst weiter	sprach weiter	sprachen weiter	spracht weiter	sprachen weiter	weitergesprochen	sprich weiter	sprecht weiter
weiterstreiken	streike weiter	streikst weiter	streikt weiter	streiken weiter	streikt weiter	streiken weiter	streikte weiter	streiktest weiter	streikte weiter	streikten weiter	streiktet weiter	streikten weiter	weitergestreikt	streik weiter	streikt weiter
weiterstudieren	studiere weiter	studierst weiter	studiert weiter	studieren weiter	studiert weiter	studieren weiter	studierte weiter	studiertest weiter	studierte weiter	studierten weiter	studiertet weiter	studierten weiter	weiterstudiert	studier weiter	studiert weiter
