wort	genus	genitiv_singular	plural
Sammelsteinfrucht	f	Sammelsteinfrucht	Sammelsteinfrüchte
Sammelstelle	f	Sammelstelle	Sammelstellen
Sammelsurium	n	Sammelsuriums	Sammelsurien
Sammeltasse	f	Sammeltasse	Sammeltassen
Sammeltaxi		Sammeltaxis	Sammeltaxis
Sammelthema	n	Sammelthemas	Sammelthemen
Sammelunterkunft	f	Sammelunterkunft	Sammelunterkünfte
Sammelwut	f	Sammelwut	
Sammelzwang	m	Sammelzwanges	Sammelzwänge
Sammet	m	Sammets	Sammete
Sammetblume	f	Sammetblume	Sammetblumen
Sammler	m	Sammlers	Sammler
Sammlerausweis	m	Sammlerausweises	Sammlerausweise
Sammlerfreund	m	Sammlerfreunds	Sammlerfreunde
Sammlerin	f	Sammlerin	Sammlerinnen
Sammlerpost	f	Sammlerpost	
Sammlerstück	n	Sammlerstücks	Sammlerstücke
Sammlerwert	m	Sammlerwerts	
Sammlung	f	Sammlung	Sammlungen
Samnite	m	Samniten	Samniten
Samnitenkrieg	m	Samnitenkriegs	Samnitenkriege
Samniter	m	Samniters	Samniter
Samniterin	f	Samniterin	Samniterinnen
Samoaner	m	Samoaners	Samoaner
Samoanerin	f	Samoanerin	Samoanerinnen
Samoanisch	n	(des) Samoanisch	
Samoisch	n	(des) Samoisch	
Samojede	m	Samojeden	Samojeden
Samos	m	Samos	Samos
Samosa	f	Samosa	Samosas
Samowar	m	Samowars	Samoware
Sampan	m	Sampans	Sampans
Sampi	n	Sampis	Sampis
Sample	n	Sample	Samples
Samschdich	m	Samschdichs	Samschdich
Samstag	m	Samstags	Samstage
Samstagabend	m	Samstagabends	Samstagabende
Samstagmittag	m	Samstagmittags	Samstagmittage
Samstagmorgen	m	Samstagmorgens	Samstagmorgen
Samstagmorgenstunde	f	Samstagmorgenstunde	Samstagmorgenstunden
Samstagnachmittag	m	Samstagnachmittags	Samstagnachmittage
Samstagnacht	f	Samstagnacht	Samstagnächte
Samstagslauf	m	Samstagslaufs	Samstagsläufe
Samstagslotto	n	Samstagslottos	
Samstagsspiel	n	Samstagsspiels	Samstagsspiele
Samstagsunterricht	m	Samstagsunterrichts	Samstagsunterrichte
Samstagsveranstaltung	f	Samstagsveranstaltung	Samstagsveranstaltungen
Samstagszeitung	f	Samstagszeitung	Samstagszeitungen
Samstagvormittag	m	Samstagvormittags	Samstagvormittage
Samt	m	Samts	Samte
Samtanzug	m	Samtanzugs	Samtanzüge
Samtband	n	Samtbandes	Samtbänder
Samtbarett	n	Samtbaretts	Samtbarette
Samtblume	f	Samtblume	Samtblumen
Samtfuß	m	Samtfußes	Samtfüße
Samtfußkrempling	m	Samtfußkremplings	Samtfußkremplinge
Samtfußrübling	m	Samtfußrüblings	Samtfußrüblinge
Samtgemeinde	f	Samtgemeinde	Samtgemeinden
Samthandschuh	m	Samthandschuhes	Samthandschuhe
Samthose	f	Samthose	Samthosen
Samtjacke	f	Samtjacke	Samtjacken
Samtkappe	f	Samtkappe	Samtkappen
Samtkleid	n	Samtkleides	Samtkleider
Samtkragen	m	Samtkragens	Samtkragen
Samtpfote	f	Samtpfote	Samtpfoten
Samtpullover	m	Samtpullovers	Samtpullover
Samtrock	m	Samtrocks	Samtröcke
Samtrot	m	Samtrots	
Samtschachtel	f	Samtschachtel	Samtschachteln
Samtsessel	m	Samtsessels	Samtsessel
Samtsofa	n	Samtsofas	Samtsofas
Samttuch	n	Samttuches	Samttücher
Samtvorhang	m	Samtvorhanges	Samtvorhänge
Samurai	m	Samurais	Samurai
Samuraikrieger	m	Samuraikriegers	Samuraikrieger
Samuraischwert	n	Samuraischwerts	Samuraischwerter
San			San
San-Andreas-Graben	m	San-Andreas-Grabens	
San-Andreas-Verwerfung	f	San-Andreas-Verwerfung	
San-Marinese	m	San-Marinesen	San-Marinesen
San-Marinesin	f	San-Marinesin	San-Marinesinnen
Sanatorium	n	Sanatoriums	Sanatorien
Sanatoriumsaufenthalt	m	Sanatoriumsaufenthalts	Sanatoriumsaufenthalte
Sanctuarium	n	Sanctuariums	Sanctuarien
Sanctus	n	Sanctus	
Sand	m	Sands	Sande
Sand-Birke	f	Sand-Birke	Sand-Birken
Sand-Hafer	m	Sand-Hafers	
Sandaal	m	Sandaals	Sandaale
Sandale	f	Sandale	Sandalen
Sandalenmacher	m	Sandalenmachers	Sandalenmacher
Sandaufspülung	f	Sandaufspülung	Sandaufspülungen
Sandbad	n	Sandbads	Sandbäder
Sandbank	f	Sandbank	Sandbänke
Sandberg	m	Sandbergs	Sandberge
Sandbild	n	Sandbildes	Sandbilder
Sandbirke	f	Sandbirke	Sandbirken
Sandbox	f	Sandbox	Sandboxen
Sandbunker	m	Sandbunkers	Sandbunker
Sandburg	f	Sandburg	Sandburgen
Sanddorn	m	Sanddornes	Sanddorne
Sanddüne	f	Sanddüne	Sanddünen
Sandelholz	n	Sandelholzes	Sandelhölzer
Sanderling	m	Sanderlings	Sanderlinge
Sandfang	m	Sandfangs	Sandfänge
Sandflughuhn	n	Sandflughuhnes	Sandflughühner
Sandfläche	f	Sandfläche	Sandflächen
Sandfontäne	f	Sandfontäne	Sandfontänen
Sandglöckchen	n	Sandglöckchens	Sandglöckchen
Sandgrube	f	Sandgrube	Sandgruben
Sandhafer	m	Sandhafers	
Sandhai	m	Sandhais	Sandhaie
Sandhaufen	m	Sandhaufens	Sandhaufen
Sandhering	m	Sandherings	Sandheringe
Sandhi		Sandhi	Sandhis
Sandhügel	m	Sandhügels	Sandhügel
Sandinist	m	Sandinisten	Sandinisten
Sandinistin	f	Sandinistin	Sandinistinnen
Sandkamm	m	Sandkammes	Sandkämme
Sandkasten	m	Sandkastens	Sandkästen
Sandkastenfreund	m	Sandkastenfreunds	Sandkastenfreunde
Sandkastenfreundin	f	Sandkastenfreundin	Sandkastenfreundinnen
Sandkastenliebe	f	Sandkastenliebe	Sandkastenlieben
Sandkastensand	m	Sandkastensands	
Sandkiste	f	Sandkiste	Sandkisten
Sandklumpen	m	Sandklumpens	Sandklumpen
Sandkorn	n	Sandkornes	Sandkörner
Sandkuchen	m	Sandkuchens	Sandkuchen
Sandkörnchen	n	Sandkörnchens	Sandkörnchen
Sandküste	f	Sandküste	Sandküsten
Sandler	m	Sandlers	Sandler
Sandmann	m	Sandmanns	Sandmänner
Sandmeer	n	Sandmeeres	Sandmeere
Sandmücke	f	Sandmücke	Sandmücken
Sandpapier	n	Sandpapiers	Sandpapiere
Sandpflanze	f	Sandpflanze	Sandpflanzen
Sandpiste	f	Sandpiste	Sandpisten
Sandplatz	m	Sandplatzes	Sandplätze
Sandregenpfeifer	m	Sandregenpfeifers	Sandregenpfeifer
Sandröhrling	m	Sandröhrlings	Sandröhrlinge
Sandsack	m	Sandsackes	Sandsäcke
Sandschak	m	Sandschaks	Sandschaks
Sandschicht	f	Sandschicht	Sandschichten
Sandsegge	f	Sandsegge	Sandseggen
Sandstein	m	Sandsteins	Sandsteine
Sandsteinbau	m	Sandsteinbaus	Sandsteinbauten
Sandsteinblock	m	Sandsteinblocks	Sandsteinblöcke
Sandsteinbrocken	m	Sandsteinbrockens	Sandsteinbrocken
Sandsteinfigur	f	Sandsteinfigur	Sandsteinfiguren
Sandsteingebäude	n	Sandsteingebäudes	Sandsteingebäude
Sandsteinklippe	f	Sandsteinklippe	Sandsteinklippen
Sandsteinquader	m	Sandsteinquaders	Sandsteinquader
Sandsteinruine	f	Sandsteinruine	Sandsteinruinen
Sandsteinschicht	f	Sandsteinschicht	Sandsteinschichten
Sandsteinstatue	f	Sandsteinstatue	Sandsteinstatuen
Sandsteinstufe	f	Sandsteinstufe	Sandsteinstufen
Sandsteinwand	f	Sandsteinwand	Sandsteinwände
Sandstrahlen	n	Sandstrahlens	
Sandstrahler	m	Sandstrahlers	Sandstrahler
Sandstrand	m	Sandstrandes	Sandstrände
Sandstraße	f	Sandstraße	Sandstraßen
Sandstreifen	m	Sandstreifens	Sandstreifen
Sandsturm	m	Sandsturmes	Sandstürme
Sanduhr	f	Sanduhr	Sanduhren
Sanduhrfigur	f	Sanduhrfigur	Sanduhrfiguren
Sandverwehung	f	Sandverwehung	Sandverwehungen
Sandvorspülung	f	Sandvorspülung	Sandvorspülungen
Sandwedge		Sandwedges	Sandwedges
Sandweg	m	Sandweges	Sandwege
Sandwich		Sandwichs	Sandwichs
Sandwichbelag	m	Sandwichbelags	Sandwichbeläge
Sandwichladen	m	Sandwichladens	Sandwichläden
Sandwichtoaster	m	Sandwichtoasters	Sandwichtoaster
Sandwichtüte	f	Sandwichtüte	Sandwichtüten
Sandwolke	f	Sandwolke	Sandwolken
Sandwurm	m	Sandwurmes	Sandwürmer
Sandwölkchen	n	Sandwölkchens	Sandwölkchen
Sandwüste	f	Sandwüste	Sandwüsten
Sanftheit	f	Sanftheit	Sanftheiten
Sanftmut	f	Sanftmut	
Sang	m	Sangs	Sänge
Sangesbruder	m	Sangesbruders	Sangesbrüder
Sangiovese	m	Sangioveses	Sangioveses
Sango	n	des Sango	
Sangoma	m	Sangoma	Sangomas
Sangria		Sangria	Sangrias
Sanguiniker	m	Sanguinikers	Sanguiniker
Sanguinikerin	f	Sanguinikerin	Sanguinikerinnen
Sanhedrin	m	Sanhedrins	
Sanierung	f	Sanierung	Sanierungen
Sanierungsarbeit	f	Sanierungsarbeit	Sanierungsarbeiten
Sanierungskonzept	n	Sanierungskonzeptes	Sanierungskonzepte
Sanierungsplan	m	Sanierungsplanes	Sanierungspläne
Sanikel	m	Sanikels	Sanikel
Sanitäranlage	f	Sanitäranlage	Sanitäranlagen
Sanitärartikel	m	Sanitärartikels	Sanitärartikel
Sanitäreinrichtung	f	Sanitäreinrichtung	Sanitäreinrichtungen
Sanitärtechnik	f	Sanitärtechnik	
Sanitäter	m	Sanitäters	Sanitäter
Sanitäterin	f	Sanitäterin	Sanitäterinnen
Sanitäteruniform	f	Sanitäteruniform	Sanitäteruniformen
Sanitätsartikel	m	Sanitätsartikels	Sanitätsartikel
Sanitätsauto	n	Sanitätsautos	Sanitätsautos
Sanitätsdienst	m	Sanitätsdienstes	Sanitätsdienste
Sanitätsdienstgrad	m	Sanitätsdienstgrades	Sanitätsdienstgrade
Sanitätsoffizier	m	Sanitätsoffiziers	Sanitätsoffiziere
Sanitätswagen	m	Sanitätswagens	Sanitätswagen
Sanitätswesen	n	Sanitätswesens	
Sanka	m	Sankas	Sankas
Sankt Gallener	m	Sankt Galleners	Sankt Gallener
Sankt Gallenerin	f	Sankt Gallenerin	Sankt Gallenerinnen
Sankt Galler	m	Sankt Gallers	Sankt Galler
Sankt Gallerin	f	Sankt Gallerin	Sankt Gallerinnen
Sankt-Gallener	m	Sankt-Galleners	Sankt-Gallener
Sankt-Gallenerin	f	Sankt-Gallenerin	Sankt-Gallenerinnen
Sankt-Galler	m	Sankt-Gallers	Sankt-Galler
Sankt-Gallerin	f	Sankt-Gallerin	Sankt-Gallerinnen
Sankt-Nimmerleins-Tag	m	Sankt-Nimmerleins-Tags	
Sanktion	f	Sanktion	Sanktionen
Sanktionsbescheid	m	Sanktionsbescheids	Sanktionsbescheide
Sanktionsliste	f	Sanktionsliste	Sanktionslisten
Sanktionsmaßnahme	f	Sanktionsmaßnahme	Sanktionsmaßnahmen
Sanktionspaket	n	Sanktionspakets	Sanktionspakete
Sanktuar	n	Sanktuars	Sanktuarien
Sanktuarium	n	Sanktuariums	Sanktuarien
Sannyasi	m	Sannyasi	Sannyasin
Sanskrit	n	des Sanskrit	
Sanskrit-Professor	m	Sanskrit-Professors	Sanskrit-Professoren
Sanskritforscher	m	Sanskritforschers	Sanskritforscher
Sanskritforschung	f	Sanskritforschung	Sanskritforschungen
Sanskritist	m	Sanskritisten	Sanskritisten
Sanskritistik	f	Sanskritistik	
Sanskritistin	f	Sanskritistin	Sanskritistinnen
Sanskritwort	n	Sanskritworts	Sanskritwörter
Santa Monica Pier	m	Santa Monica Pier	
Santa Muerte	f	der Santa Muerte	
Santoku-Messer	n		
Santokumesser	n	Santokumessers	Santokumesser
Santomeer	m	Santomeers	Santomeer
Santomeerin	f	Santomeerin	Santomeerinnen
Sanyasi	m	Sanyasi	Sanyasin
Saphir	m	Saphirs	Saphire
Sapir-Whorf-Hypothese	f	Sapir-Whorf-Hypothese	
Sappe	f	Sappe	Sappen
Sappeur	m	Sappeurs	Sappeure
Saprobienindex	m	Saprobienindex	Saprobienindizes
Saprophyt	m	Saprophyten	Saprophyten
Saprozoon	n	Saprozoons	Saprozoen
Sarabande	f	Sarabande	Sarabanden
Sarape	m	Sarape	Sarapes
Sarazene	m	Sarazenen	Sarazenen
Sarazenin	f	Sarazenin	Sarazeninnen
Sardana	f	Sardana	Sardanas
Sardana-Kapelle	f	Sardana-Kapelle	Sardana-Kapellen
Sardana-Tänzer	m	Sardana-Tänzers	Sardana-Tänzer
Sardanakapelle	f	Sardanakapelle	Sardanakapellen
Sardanakomponist	m	Sardanakomponisten	Sardanakomponisten
Sardanaorchester	n	Sardanaorchesters	Sardanaorchester
Sardanatänzer	m	Sardanatänzers	Sardanatänzer
Sardar	m	Sardar	Sardars
Sarde	m	Sarden	Sarden
Sardelle	f	Sardelle	Sardellen
Sardellenfilet	n	Sardellenfilets	Sardellenfilets
Sarder	m	Sarders	Sarder
Sardin	f	Sardin	Sardinnen
Sardine	f	Sardine	Sardinen
Sardinenbüchse	f	Sardinenbüchse	Sardinenbüchsen
Sardinenschwarm	m	Sardinenschwarmes	Sardinenschwärme
Sardinier	m	Sardiniers	Sardinier
Sardinierin	f	Sardinierin	Sardinierinnen
Sardisch	n	(des) Sardisch	
Sardonismus	m	Sardonismus	
Sarg	m	Sargs	Särge
Sargabsenkung	f	Sargabsenkung	
Sargassum	n	Sargassums	
Sargdeckel	m	Sargdeckels	Sargdeckel
Sargfabrik	f	Sargfabrik	Sargfabriken
Sarggeschäft	n	Sarggeschäftes	Sarggeschäfte
Sarggröße	f	Sarggröße	Sarggrößen
Sargmacher	m	Sargmachers	Sargmacher
Sargnagel	m	Sargnagels	Sargnägel
Sargnische	f	Sargnische	Sargnischen
Sargonide	m	Sargoniden	Sargoniden
Sargschreiner	m	Sargschreiners	Sargschreiner
Sargschreinerin	f	Sargschreinerin	Sargschreinerinnen
Sargtischler	m	Sargtischlers	Sargtischler
Sargtischlerei	f	Sargtischlerei	Sargtischlereien
Sargtischlerin	f	Sargtischlerin	Sargtischlerinnen
Sargträger	m	Sargträgers	Sargträger
Sargträgerin	f	Sargträgerin	Sargträgerinnen
Sargtuch	n	Sargtuchs	Sargtücher
Sargwagen	m	Sargwagens	Sargwagen
Sari	m	Sari	Saris
Sarin	n	Sarins	
Sarkasmus	m	Sarkasmus	Sarkasmen
Sarkom	n	Sarkoms	Sarkome
Sarkophag	m	Sarkophags	Sarkophage
Sarmate	m	Sarmaten	Sarmaten
Sarong	m	Sarong	Sarongs
Sarouel	m	Sarouels	Sarouels
Sarrass	m	Sarrasses	Sarrasse
Sarsen	m	Sarsens	Sarsen
Sasak	n	des Sasak	
Sasaka	n	Sasakas	Sasaka
Sasanide	m	Sasaniden	Sasaniden
Sashimi	n	Sashimi	Sashimi
Sashimi-Messer	n	Sashimi-Messers	Sashimi-Messer
Sasquatch	m	Sasquatch	Sasquatchs
Sassafras	m	Sassafras	Sassafras
Sassafraswurzel	f	Sassafraswurzel	Sassafraswurzeln
Sassanide	m	Sassaniden	Sassaniden
Sassanidenreich	n	Sassanidenreichs	
Sasse	m	Sassen	Sassen
Satan	m	Satans	Satane
Satanas	m	Satanas	Satanasse
Satang	m	Satang	Satang
Satanismus	m	Satanismus	
Satanist	m	Satanisten	Satanisten
Satanistin	f	Satanistin	Satanistinnen
Satansanbeter	m	Satansanbeters	Satansanbeter
Satansbraten	m	Satansbratens	Satansbraten
Satansmesse	f	Satansmesse	Satansmessen
Satanspilz	m	Satanspilzes	Satanspilze
Satansröhrling	m	Satansröhrlings	Satansröhrlinge
Satellit	m	Satelliten	Satelliten
Satellitenaufklärung	f	Satellitenaufklärung	Satellitenaufklärungen
Satellitenaufnahme	f	Satellitenaufnahme	Satellitenaufnahmen
Satellitenbahn	f	Satellitenbahn	Satellitenbahnen
Satellitenbild	n	Satellitenbildes	Satellitenbilder
Satellitendaten			Satellitendaten
Satellitenempfang	m	Satellitenempfanges	Satellitenempfänge
Satellitenfernsehen	n	Satellitenfernsehens	
Satellitenfoto	n	Satellitenfotos	Satellitenfotos
Satellitennavigation	f	Satellitennavigation	
Satellitennavigationssystem	n	Satellitennavigationssystems	Satellitennavigationssysteme
Satellitennetz	n	Satellitennetzes	Satellitennetze
Satellitenradio	n	Satellitenradios	Satellitenradios
Satellitenreceiver	m	Satellitenreceivers	Satellitenreceiver
Satellitenrundfunk	m	Satellitenrundfunks	
Satellitenschüssel	f	Satellitenschüssel	Satellitenschüsseln
Satellitenstaat	m	Satellitenstaats	Satellitenstaaten
Satellitenstadt	f	Satellitenstadt	Satellitenstädte
Satellitentelefon	n	Satellitentelefons	Satellitentelefone
Satellitenüberwachung	f	Satellitenüberwachung	Satellitenüberwachungen
Satemsprache	f	Satemsprache	Satemsprachen
Saterfriesisch	n	(des) Saterfriesisch	
Saterländisch	n	(des) Saterländisch	
Satertag	m	Satertags	Satertage
Satin	m	Satins	Satins
Satinbettwäsche	f	Satinbettwäsche	Satinbettwäschen
Satindecke	f	Satindecke	Satindecken
Satinhemd	n	Satinhemds	Satinhemden
Satiniermaschine	f	Satiniermaschine	Satiniermaschinen
Satinkissen	n	Satinkissens	Satinkissen
Satinkleid	n	Satinkleides	Satinkleider
Satinlaken	n	Satinlakens	Satinlaken
Satinrock	m	Satinrocks	Satinröcke
Satire	f	Satire	Satiren
Satiremagazin	n	Satiremagazins	Satiremagazine
Satirezeitschrift	f	Satirezeitschrift	Satirezeitschriften
Satirezeitung	f	Satirezeitung	Satirezeitungen
Satiriker	m	Satirikers	Satiriker
Satirikerin	f	Satirikerin	Satirikerinnen
Satisfaktion	f	Satisfaktion	Satisfaktionen
Satisfaktionslehre	f	Satisfaktionslehre	
Satori	n	Satori	
Satrap	m	Satrapen	Satrapen
Satrapin	f	Satrapin	Satrapinnen
Satsuma	f	Satsuma	Satsumas
Satte	f	Satte	Satten
Sattel	m	Sattels	Sättel
Sattelauflieger	m	Sattelaufliegers	Sattelauflieger
Sattelbaum	m	Sattelbaums	Sattelbäume
Satteldach	n	Satteldachs	Satteldächer
Sattelgurt	m	Sattelgurtes	Sattelgurte
Sattelholz	n	Sattelholzes	Sattelhölzer
Sattelkloben	m	Sattelklobens	Sattelkloben
Sattelleder	n	Sattelleders	Sattelleder
Sattelpunkt	m	Sattelpunktes	Sattelpunkte
Sattelrobbe	f	Sattelrobbe	Sattelrobben
Sattelschlepper	m	Sattelschleppers	Sattelschlepper
Satteltasche	f	Satteltasche	Satteltaschen
Sattelzug	m	Sattelzugs	Sattelzüge
Sattelzugmaschine	f	Sattelzugmaschine	Sattelzugmaschinen
Sattler	m	Sattlers	Sattler
Sattlerei	f	Sattlerei	Sattlereien
Sattlerhandwerk	n	Sattlerhandwerkes	
Sattlerin	f	Sattlerin	Sattlerinnen
Sattlerlehrling	m	Sattlerlehrlings	Sattlerlehrlinge
Sattlermeister	m	Sattlermeisters	Sattlermeister
Sattlermeisterin	f	Sattlermeisterin	Sattlermeisterinnen
Saturn	m	Saturns	
Saturnalien	f		Saturnalien
Saturnmond	m	Saturnmondes	Saturnmonde
Saturnring	m	Saturnringes	Saturnringe
Satya	n	Satya	
Satyagraha	f	Satyagraha	
Satyr	m	Satyrs	Satyrn
Satyrgesicht	n	Satyrgesichtes	Satyrgesichter
Satyriasis	f	Satyriasis	
Satyrspiel	n	Satyrspieles	Satyrspiele
Satz	m	Satzes	Sätze
Satz des Pythagoras	m	Satzes des Pythagoras	
Satzadverb	n	Satzadverbs	Satzadverbien
Satzakzent	m	Satzakzentes	Satzakzente
Satzanalyse	f	Satzanalyse	Satzanalysen
Satzanfang	m	Satzanfangs	Satzanfänge
Satzart	f	Satzart	Satzarten
Satzaussage	f	Satzaussage	Satzaussagen
Satzball	m	Satzballes	Satzbälle
Satzbau	m	Satzbaues	
Satzbauplan	m	Satzbauplans	Satzbaupläne
Satzbedeutung	f	Satzbedeutung	Satzbedeutungen
Satzbett	n	Satzbetts	Satzbetten
Satzbildung	f	Satzbildung	Satzbildungen
Satzbruch	m	Satzbruchs	Satzbrüche
Satzebene	f	Satzebene	Satzebenen
Satzellipse	f	Satzellipse	Satzellipsen
Satzende	n	Satzendes	Satzenden
Satzfehler	m	Satzfehlers	Satzfehler
Satzfetzen	m	Satzfetzens	Satzfetzen
Satzform	f	Satzform	Satzformen
Satzfrage	f	Satzfrage	Satzfragen
Satzfragment	n	Satzfragments	Satzfragmente
Satzfunktion	f	Satzfunktion	Satzfunktionen
Satzgefüge	n	Satzgefüges	Satzgefüge
Satzgegenstand	m	Satzgegenstands	Satzgegenstände
Satzgewinn	m	Satzgewinnes	Satzgewinne
Satzglied	n	Satzgliedes	Satzglieder
Satzgliedfunktion	f	Satzgliedfunktion	Satzgliedfunktionen
Satzgrammatik	f	Satzgrammatik	Satzgrammatiken
Satzgrenze	f	Satzgrenze	Satzgrenzen
Satzintonation	f	Satzintonation	Satzintonationen
Satzklammer	f	Satzklammer	Satzklammern
Satzkomplexität	f	Satzkomplexität	
Satzkonstituente	f	Satzkonstituente	Satzkonstituenten
Satzkonstruktion	f	Satzkonstruktion	Satzkonstruktionen
Satzlehre	f	Satzlehre	Satzlehren
Satzlänge	f	Satzlänge	Satzlängen
Satzlängenverteilung	f	Satzlängenverteilung	Satzlängenverteilungen
Satzmelodie	f	Satzmelodie	Satzmelodien
Satzmodell	n	Satzmodells	Satzmodelle
Satzmuster	n	Satzmusters	Satzmuster
Satzname	m	Satznamens	Satznamen
Satzpartikel	f	Satzpartikel	Satzpartikeln
Satzperiode	f	Satzperiode	Satzperioden
